Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Actual sentence
4234,3S37Y8CWI7ZMH0Y8MQ7WWZSXS82W44,5.2,5,4.2,31,172,51.61290323,4.516129032,64.51612903,"Perhaps posting in the installation/support forum might also be of help to you, I don't know that there are many intel Mac users out there who regularly post to this forum."
4235,3EN4YVUOUBRR9IMJZ2QM4KVNJ7ZJXC,3.6,4.8,3.6,12,82,66.66666667,2.333333333,75,Perhaps that's because Lauren Conrad offers something very essential to her shows.
4236,3KVQ0UJWPWK4DJ280VQ61RYBS4XW59,3.4,4,2.8,12,70,58.33333333,6.166666667,58.33333333,Perhaps this will change as the show's new lineup settles into itself.
4237,3OREP8RUT1AA5DTHM0D1IACF8CTGBV,6.2,5.4,3,19,122,76.31578947,3.526315789,57.89473684,Persistent rumours regarding its future at Ten were fuelled by its non-inclusion in the network's program launch for 2010.
4238,32W3UF2EZNKD32S35Z7VK5LU0SLC4C,4.6,5.2,3.6,6,37,83.33333333,3.833333333,83.33333333,Peter Acquaro is a financial planner.
4239,36FFXPMST8N8O3D1AB059UOFUBPOH6,5.4,5.6,2.6,35,202,74.28571429,5.142857143,60,"Petty Officer Rivera, who grew up in a housing project on the Lower East Side, served five years of active duty, including two on an aircraft carrier, before becoming a reservist nearly three years ago."
4240,3TZ0XG8CBTJCO5825INHZR0RWTE98Z,4.8,5.2,3,30,195,91.66666667,3.566666667,70,"Petty Officer Second Class Nathaniel Mitchell, 40, an emergency medical technician with the New York City Fire Department from Ridgewood, Queens, said the ship shared the personality of the city."
4241,308KJXFUJQ59R8AV0MCCMI7YGOGTAM,4.6,5,4.4,29,155,72.4137931,6.24137931,58.62068966,"Petty Officer Second Class Nilsa Rivera is something of a veteran in this group, though she cringes at a word that makes her sound older then her 29 years."
4242,3W5PY7V3UO6G9NCT4YCONY2WLDTJYI,5.4,6.6,1.6,29,195,84.48275862,3.310344828,65.51724138,"Philippine authorities evacuated more than 115,000 people in nine provinces east and south of Manila in the storm's path on main Luzon island, the National Disaster Coordinating Council reported."
4243,3LB1BGHFL1VANQ8YGSQSP4P5JFJYT1,5,5.4,3.8,21,142,73.80952381,3.428571429,71.42857143,"Phil Willis, Liberal Democrat chairman of the science and technology select committee, said he was seeking clarification from the Home Office."
4244,3OND0WXMHVEMCC0CGXX94IU1Q9KHEW,4.4,5,5.6,28,174,64.28571429,5.071428571,75,"Photoshop: To call this app Photoshop is almost a misnomer—you can't have anything resembling desktop Photoshop on the iPhone, but you can have a decent photo processing app:"
4245,3LN50BUKPUASVZ8SGWSIQMMCLXULPR,3.2,4.6,2.8,13,70,73.07692308,7.153846154,53.84615385,Pierce made it his personal duty to drain the Bulls of any confidence.
4246,3IYI9285WRZ36KBO86UZQ7ADIPAJC9,3.8,5.2,3.4,19,120,92.10526316,3.368421053,63.15789474,Pittsford is a suburb of Rochester with a wonderful little historic village with lots of nice restaurants and boutiques.
4247,3VW0145YLXBGF6NFLVODT3FPC3FMJV,6,6,3.2,28,167,89.28571429,4.25,64.28571429,"Plagued by low poll numbers and anemic fundraising, and with a newborn daughter at home, San Francisco Mayor Gavin Newsom dropped out of the governor's race on Friday."
4248,3CESM1J3EH20WN2M5E0BTXCBOZ8W6P,4.6,6,4.6,36,205,76.38888889,4.611111111,61.11111111,"Planned increases in taxation next year, with the return of Vat to 17.5% and a new 50% income tax band for those earning £150,000, mean that overall there will be a fiscal ""tightening"" under current plans."
4249,3AFT28WXLE18KYOLGTIQ96PUUO4OIZ,3,4.4,3.8,12,64,70.83333333,8,58.33333333,Planning a trip in June and have checked reviews of both hotels.
4250,3VGET1QSZZYJ0NGROO53ZBC7JASW7O,4.2,5.8,3,6,35,75,5.666666667,66.66666667,Plattsburgh AFB closed in June 1995
4251,36JW4WBR05JEIQ08B8HFM0F12AZHFE,4,4,4,9,56,33.33333333,4.111111111,66.66666667,Plattsburgh has all the conveniences you will ever need.
4252,3CZH926SIBDS00CH1QDQATLXL4Y4EX,5.4,3.8,4.6,4,36,25,6.5,100,Plattsburgh is growing dramatically.
4253,3F6045TU7CNC2ARCAATVZNV2GZW99O,1.6,3,3.4,10,46,50,9.7,40,Play around with the file and see if it works.
4254,3M67TQBQQGNQ7T1H2G7VVI6MMHE9A3,3,3.8,4.2,13,70,38.46153846,7.230769231,46.15384615,Played around with sdparm and that was exactly what I was looking for.
4255,3UV0D2KX1LIK6ECDW1XWSB6XX5D4FF,2.4,2.6,4.6,2,10,50,2,100,please do.
4256,3R0WOCG21L8MPSSWK1TOHF16K5KDUZ,2.6,2.8,4.2,5,29,60,4.4,40,"Please, fix this silly thing!"
4257,37J05LC5AWIDBCH282PAADSV3PMJD9,4,3,4.2,24,121,50,6.791666667,50,"Please, give me any kind of idea, a test or a place/file where I can find a track to follow and understand what happened."
4258,3R15W654VCSDVB97G977QRCMQTGLQI,4.8,4.4,5.4,21,121,64.28571429,7.476190476,76.19047619,"""Please go to Tibet and see if things are really good as the Chinese government says,"" said the Tibetan spiritual leader."
4259,3S1WOPCJFFSI3IV24X0UGVAG31NJE2,1.2,3,4,3,15,16.66666667,4.333333333,66.66666667,"PLEASe, help me"
4260,3ZURAPD287M3EFFU9JEUUDZULL31FZ,2.6,3,3.6,4,22,75,6.75,75,Please post this file.
4261,3ATYLI1PRS14F98RYB3QL74U73TOJB,2.6,4.8,2.2,47,266,61.70212766,5.914893617,55.31914894,"please see my current etc/fstab (after typing '$cat /etc/fstab' at the terminal, and having the USB unit connected), please note that i have a mount point (or something like that) where i can access the files that i have in my Windows XP partition (i called windows)"
4262,32204AGAAABKWQW3MSNX4LFD3PZHGD,3.6,3.8,4.6,14,72,53.57142857,4.642857143,57.14285714,Please tell me how to get Firefox and Thunderbird to talk to each other.
4263,3AXFSPQOYPXA9WVYZ8K0YDVGF22JFK,2.6,3.4,4,18,102,47.22222222,3.222222222,83.33333333,"""Please tell people we're not animals, like the media say we are,"" Rhonnie said, eyes moist with pain."
4264,3511RHPADUDD7CO7TOW7VHMRMFILRJ,4.8,4.8,5.4,21,139,64.28571429,5.095238095,76.19047619,"Plenty of minute details and gamer behaviors are measured, but nothing comes back to Naughty Dog regarding trophy collection, Minkoff said."
4265,3OYHVNTV5SXZQTE9GW32MM47MSTOKA,4.8,5.6,4,40,219,65,6.275,57.5,Plenty of people have been complaining in the last decade or so about the fact that law schools do a poor job of preparing their students for the actual tasks they will be called upon to undertake as practicing lawyers.
4266,36GJS3V78UPGNWRTASQIGYVSGH2JGJ,3,4,4.6,3,16,83.33333333,1,33.33333333,Plenty of sales.
4267,3X2LT8FDHVHN01LAYTX9DB82UUYW8B,4,4.8,4.8,15,88,76.66666667,6.933333333,53.33333333,Plenty of sites available even though they close part of the campground after Labor Day.
4268,391JB9X4ZX7BQQTX3GOPUIF2RSFMKU,1.2,3.6,3.2,4,37,87.5,9.75,125,pls check website www.eRestaurant.pl.
4269,3QE4DGPGBQAQKE887L3EAW69YKD4GE,2,3,4.4,11,79,77.27272727,3.454545455,63.63636364,"Plus, any recommendations on family friendly restaurants that is not expensive?"
4270,32K26U12DMNM27HWPR3TD13PYCTDVO,2.4,4.4,3.4,21,133,83.33333333,4.285714286,61.9047619,"Plus: Check out more of the latest entertainment, fashion, and culture coverage on Sexy Beast - photos, videos, features, and Tweets."
4271,3MQKOF1EE1NZHWH1F18PZ3M35LVDWY,2.2,4.8,3.4,18,107,69.44444444,4.388888889,55.55555556,"Plus, if you still need inspiration for your pumpkin carvings, try your hand at these social media options."
4272,3UOMW19E6C5VZLW3J4Q5PXR80OGC5H,2.2,3.6,4.6,9,37,66.66666667,7,55.55555556,* plus I like fine wine and good food
4273,3L60IFZKF2HYWMRE6Y5FPLREIPCHHC,1.2,5,4,9,44,50,8.333333333,44.44444444,Plus it runs freaking Android 2.0 as its OS.
4274,3GMLHYZ0LDWPN3NNGXG2U0B72TQYUS,3.8,4.6,4.2,7,39,57.14285714,10,57.14285714,points of interest are labeled for you.
4275,3P6ENY9P78VYSH2YCGN0PXSTI2RHI5,1,3,6,7,39,71.42857143,3,71.42857143,(Pointy teeth and body glitter - done!)
4276,3PKJ68EHDMVUNSM4UY801Y7TVHGHJH,5.8,6.4,4.6,32,197,76.5625,4,56.25,"Police discovered the bodies at the home of Anthony Sowell, a 50-year-old convicted rapist, after they tried to serve an arrest and search warrant for him related to a sexual assault investigation."
4277,3BCRDCM0OCT91N85G0H85MIG1S06K4,6,6,4.2,22,163,84.09090909,7.318181818,63.63636364,Police established a command post in the neighborhood to take missing-person reports and additional information on outstanding missing persons in the neighborhood.
4278,3MDWE879UG1VQ3698U7RQTQS4ZZ9BY,6,6,2.4,20,112,57.5,4.95,65,Police had originally been looking to question Sowell after a woman accused him of rape and assault a month ago.
4279,3DTJ4WT8BCE83X06MJ3G4PY6MZ1EZJ,5.4,4.8,4.6,19,105,47.36842105,11.47368421,68.42105263,Police had set up an emergency response centre and celebrated when news broke that he had been picked up.
4280,3EKTG13IZT2MAWBFOG0Q9ISHGSKMLX,5.6,5.8,4.4,29,163,51.72413793,4.931034483,55.17241379,Police have asked anyone who fears they may be related to one of the victims to come forward with DNA samples so that they can eventually help with identification.
4281,3XUY87HIVOD6GET0OS159V76GXAMMZ,6,6.4,2.2,38,221,80.26315789,3.5,65.78947368,"Police in Peoria, Arizona, say Faleh Hassan Almaleki, 48, struck his 20-year-old daughter, Noor Faleh Almaleki, and her friend Amal Edan Khalaf with the Jeep Laredo he was driving in a parking lot in Peoria on October 20."
4282,39I4RL8QGIG4KA3JRRLWVWIADKQ4HD,4.8,6,3,21,136,78.57142857,4.333333333,71.42857143,"Police said six people, including a 12-year-old girl, drowned in a flash flood in Laguna province's Pagsanjan township, south of Manila."
4283,3M7OI89LVXNRIPWHON0AH358WJRC6X,5.6,5.4,4.8,31,175,77.41935484,4.870967742,58.06451613,Police said the 34-year-old woman was attacked after a man followed her into one of the toilet cubicles at Justin Hemmes' flagship bar and locked the door about 2am on Friday.
4284,35XW21VSVFDP8ROK8DWCLRRN8H1LS7,4.4,5.2,3.8,13,59,61.53846154,5,53.84615385,Police say he had spent 15 years in prison for a 1989 rape.
4285,359AP8GAGFJAMPAM7X52NH54RUBC7W,4.6,5,2.6,28,168,67.85714286,5.857142857,67.85714286,Police spokesman Lt. Thomas Stacho said Anthony Sowell was walking down the street on the east side of Cleveland when authorities spotted him and took him into custody.
4286,3XJOUITW8TQ1EOHCPI9YCIM3K62QTQ,4.8,5.6,5,21,130,76.19047619,5.285714286,61.9047619,Police were checking crime reports to find matches for similarities to the 1989 rape or the most recent allegation against Sowell.
4287,31S7M7DAGFPQNR1ZXD12VWN9A0FLTW,5.2,6,3.4,15,100,56.66666667,7.066666667,80,"Police were checking missing-person reports back to June 2005, when Sowell was released from prison."
4288,3EQPA8A373VGEDMY0KE715BYR7XJZ9,4.4,5.6,4,26,183,84.61538462,4.076923077,73.07692308,"Policy makers need to ""manage inflation expectations,"" curb excess capacity and encourage sustainable lending growth, the central bank said in its report on the third-quarter economy."
4289,3PKJ68EHDMVUNSM4UY801Y7TVHFJHI,5.6,5.6,3.2,21,142,80.95238095,3.952380952,76.19047619,Political analyst Haroun Mir suggested to the Christian Science Monitor the election commission is hoping to boost turnout on Karzai's behalf.
4290,3R6RZGK0XEBP0ICNLNQ7QMDQG0ZYVH,5.6,5.4,3.4,8,62,87.5,4,75,Political observers favor Oliver Pennington as a front-runner.
4291,37ZQELHEQZXCYWE00TG5MAW6LNKMNZ,5.4,5,4.6,9,63,88.88888889,4.555555556,66.66666667,Politicians from other parties expressed shock at the decision.
4292,3DIIW4IV8OU4G5E3X93HV8JPDX54I6,5,6.2,4.2,35,221,70,4.2,65.71428571,"Politicians involved in the elections scheduled for Nov. 29 also have been pushing for a resolution, and the Honduran people have grown weary of months of sometimes violent instability and repression of many civil rights."
4293,3W3RSPVVGRQ5N4GOXIRC0S9BTEMLUN,3.4,5.2,4,9,52,83.33333333,6.777777778,66.66666667,"Poly beat Wilson in the Friday night matchup, 34-15."
4294,3VGZ74AYTFFTFILN009WTUIXQXTGC2,4,4.6,3,15,105,66.66666667,1.733333333,80,"Popular queries in the U.S. related to [kids costume] include [ladybug], [minnie mouse] and [tinkerbell]."
4295,3SU800BH85RGE1W1PNZ8HE853K9QUH,5.6,5.8,2.8,7,46,78.57142857,7.857142857,71.42857143,Positions 18-38 are unchanged from last month.
4296,3THR0FZ95OSAAZWR1WF31MHMBSYOLD,5,6.2,2.8,27,168,79.62962963,3.888888889,62.96296296,"Powell Caesar, a spokesman for the Cuyahoga County coroner's office, said additional remains were found and confirmed Saturday as three more bodies, for a total of six."
4297,37VHPF5VYB2EM3F5H2X81H1Z2EHC8J,4.8,6.4,4,36,239,72.22222222,5.055555556,69.44444444,Powerful energy Vermont plan for 'smart' meters getting $69M: A Vermont plan to install electricity smart meters and other technologies to improve energy efficiency and reduce energy costs will receive nearly $70 million in stimulus money.
4298,3J9L0X0VDELNE64K3L3ND73DE0GW90,3,5,3.8,8,47,68.75,4.625,50,Practically the whole state is between the two.
4299,3CRWSLD91J3UGHEC18GI1ZWBBXPMOE,3.4,4.2,3.8,10,61,45,5.4,50,"Predictably, he said ""It was one of those wild coincidences."""
4300,3DWNFENNE2U0BGY9FROH79YPQCU4JI,5.2,6.4,3.8,30,188,78.33333333,4.9,70,Premier Wen Jiabao's $586 billion stimulus plan and unprecedented growth in new loans are sustaining China's rebound amid signs that exports may start to recover as the global slump eases.
4301,3BC9H1KCYTB2F7CSBXV3COW4N91YWR,5.4,5,3.6,26,168,76.92307692,5.538461538,73.07692308,President Barack Obama said on Saturday this week's positive job and economic growth figures proved that his big spending efforts to stimulate the economy were working.
4302,374UMBUHN4OXKN7TK083SDXMGR1TCO,5.8,6.6,2.8,44,262,82.95454545,4.704545455,65.90909091,"President Hamid Karzai's challenger plans to call for a boycott of next weekend's runoff election in an attempt to force the vote's postponement until spring, his campaign manager said - a move that would dim U.S. hopes for a stable Afghan government for months."
4303,33EEIIWHK66GRGL1UD9DD0AOHRIQV6,4.8,6,2.8,26,151,73.07692308,4.423076923,61.53846154,President Hamid Karzai's rival in the second round of the Afghan presidential poll says he will announce on Sunday whether he intends to quit the race.
4304,3S829FDFT10E6WMRP64B1M0AEN1DXR,4.8,4.6,3.6,47,274,65.95744681,5.893617021,68.08510638,"""President Obama has achieved a major milestone in his effort to close Guantanamo, but the prison cannot be shut down until other countries agree to resettle those detainees who are unable to return to their home countries,"" J. Wells Dixon of the center said in a statement."
4305,3HUR21WDDTOH47HIL2RPE7ABWB7YXK,6,6.4,3,34,205,89.70588235,4.294117647,67.64705882,"President Obama is responsible for the need for a special election in the Upstate New York district, having tapped the former congressman in the district, Rep. John McHugh, R-NY, as his new Army Secretary."
4306,3Q9SPIIRWIL1JPEPVRHN92EXKIYWAF,4.6,5.6,4.2,13,85,65.38461538,4.538461538,69.23076923,"President Obama promised ""transparency"" and that any bill would be written in public."
4307,3087LXLJ6LF37QUCD0AUG8GKGTXF0A,6.8,6.6,3.8,39,249,82.05128205,4.769230769,76.92307692,"President Obama will appear at campaign rallies in New Jersey Sunday to help the struggling and unpopular incumbent governor, Jon Corzine, who polls show is in a statistical dead heat with the Republican nominee, former U.S. Attorney Chris Christie."
4308,3QGHA0EA0IZ62ZJH15HJ4DY320JWBA,5.6,5.2,4.4,36,230,75,4.833333333,66.66666667,"Pressure to end the crisis has mounted in recent weeks from several sources, including the powerful Honduran business elite, which backed the coup but has been losing millions of dollars because of sanctions and interrupted trade."
4309,3CRWSLD91J3UGHEC18GI1ZWBBXOOMF,4.4,4.8,4.8,21,117,76.19047619,8.047619048,66.66666667,"Previous interns have gone on to work at such places as The Wall Street Journal, Forbes, ABC News, and Reason itself."
4310,3XEDXEGFX2NENCMQEB1RWL8POPEK0H,2.4,4.8,2,20,136,52.5,4.3,55,Previously (running edgy) I had installed from the repository listed in the howto that I followed which installed version 0.2.0~0beryl1.
4311,3AQN9REUTEF361C1U2QDK07JGTVDYX,4.8,6,3.8,27,197,77.77777778,5.444444444,77.77777778,"Previous reform legislation put a $90,000-a-year cap on direct cash donations from political parties and legislative leaders, but reformers said loopholes would have rendered the limit meaningless."
4312,3T2HW4QDUU6E08YFMU3M1DWAMKZ9C5,5,5.8,4.4,26,172,82.69230769,4.115384615,61.53846154,Previous studies provide conflicting results about the incidence and severity of lupus nephritis in patients with a history of lupus who have undergone a kidney transplant.
4313,3NKW03WTLL6T65L6KNE9Z2T2O0KQWG,5.8,5.4,3,24,154,66.66666667,6.416666667,66.66666667,"Price has been helping lead counseling sessions on campus, and to support the hundreds of students who staged rallies and gatherings to denounce violence."
4314,3ZCC2DXSD6364C7SQYDRXLHKYH1YYQ,4,5.4,4.4,18,94,75,6.944444444,66.66666667,Prices should be reasonable this time of year as the track doesn't open until the end of July.
4315,3ZURAPD287M3EFFU9JEUUDZULL3F1D,5.4,6,2.4,25,167,82,4.8,72,Prime Minister Manmohan Singh had described Left-wing extremism as the gravest internal security threat and called for a nuanced strategy to tackle the Naxal violence.
4316,3T2EL38U0LJ8V5QWUSAV1L79X2QQX9,5.6,6.2,3,22,143,81.81818182,5.045454545,68.18181818,"Prime Minister Yulia V. Tymoshenko announced the measures on Friday in response to rising fears about swine flu, especially in western Ukraine."
4317,3SBNLSTU6T43BRM6QOSWY7GLMNZDZO,1,3,2.6,7,34,78.57142857,3.285714286,57.14285714,(printer is a HP 5850)  Any ideas?
4318,33P2GD6NRMRPYCSMCJ8C2D76A6GHKG,4,4.6,4.8,21,126,61.9047619,4,47.61904762,"Probably around the time that the attorneys who negotiate them started charging $1,000 or more an hour to negotiate the deals."
4319,3TKXBROM5S9UJNXO0GQL1A88VUUJIB,2,5,3.4,8,61,56.25,3,87.5,"Probably, it's located in the Applications->System Tools menu"
4320,3K1H3NEY7KY3KAR10W47D00FBX5GD2,2.6,2.6,4.6,2,13,0,1,100,Probably not.
4321,3T2HW4QDUU6E08YFMU3M1DWAMKZC98,2.8,4.2,3.2,27,149,33.33333333,4.444444444,74.07407407,"Problem is, since my laptop is bought used, I don't know what wireless card I have (I haven't installed windows at all, so that doesn't help either)."
4322,3R16PJFTS2QVM04RXCOT8OY251U4KH,3.6,2.8,3.4,2,15,50,1.5,100,Problem solved.
4323,3LEG2HW4UEMA30XQSNE8ZW9ZDRHF2U,3.2,4.4,4,6,37,75,3,50,Problem solved on all three machines.
4324,3HXCEECSQLS692HXMKFABSQM4B5YZH,6,6.2,3.6,29,197,81.03448276,3.275862069,72.4137931,"Professor Colin Blakemore, professor of neuroscience at Oxford University and former chief executive of the Medical Research Council, said it was vital that government policy was based on evidence."
4325,302OLP89DY6S5R8KE0HMX87US2HCAN,6.8,5.4,1.8,30,187,71.66666667,3.233333333,70,"Professor David Nutt, then a senior member of the ACMD, publishes research in the Lancet suggesting the classification scheme was flawed and not related to actual evidence of harm caused."
4326,3X52SWXE0W4PC4BNF5DEFX4LKLJWCH,4.2,5.6,3.8,40,241,80,3.5,65,Professor David Nutt was dismissed on Friday as chairman of the Advisory Council on the Misuse of Drugs for saying cannabis created only a 'relatively small risk' of psychotic illness and was less damaging to health than nicotine or alcohol.
4327,35JDMRECC388CG51WRFRJII0B96GEV,5.4,6.2,3.4,33,206,78.78787879,3.939393939,66.66666667,"Professor Kathrin Yen, of the Ludwig Institute in Graz, Austria, which specialises in traumatology research, said she had more tests to complete on Mr Hampton, who had a three-year-old son with Ms Gryshcuk."
4328,3ICOHX7ENBAB1CUGIPQOYQVK4SHE0Q,6.2,6.2,4.2,37,259,77.02702703,3.081081081,67.56756757,"Professor Peter Openshaw, an expert on respiratory infections at Imperial College London and a member of the committee, said: ""As increasing quantities of vaccine become available, then the initial recommendations will be extended [to children and teenagers]."
4329,3WPCIUYH1977PFD7KW3ECJF41RDTDO,5.4,6,3,21,133,71.42857143,3.142857143,76.19047619,Professor Yen used new forensic techniques to detect internal bruising caused by strangulation which would not be visible to the eye.
4330,3GV1I4SEO8OKLTQN10T9KMVVQS56L7,6.2,6.2,2.8,30,194,76.66666667,4.333333333,70,"Prof Nutt, 58, also accused Gordon Brown of playing politics with science after the Prime Minister ignored the advisory council's recommendations earlier and upgraded cannabis to a class B drug."
4331,3WKGUBL7SYL666M9IC0UNOBHU1Z4LK,4,5.8,4.4,22,133,68.18181818,3.409090909,68.18181818,Prof Nutt revealed that many of his advisory council colleagues were equally upset with the Government and may also leave in protest.
4332,3H781YYV6SHCHLR7GREYI1XP13ETEH,3.2,5.4,3.4,13,82,57.69230769,3.769230769,69.23076923,Promoter Allocco says the singer told him he had 100 ready-to-go unreleased songs.
4333,3Z56AA6EK3Z4RB881CUOKZAKQXV6M9,3.8,5.8,4.2,16,92,81.25,3.25,68.75,Promoters could add in other sure-draw entertainers to sing duets with the late King of Pop.
4334,3D3B8GE891QXUX7JRZPSLDVHL3EP9Z,4.4,4.8,5.2,9,66,61.11111111,4.222222222,88.88888889,"""Prosecutors don't understand that drilling is a serious problem."""
4335,3FULMHZ7OTWQCO4UIO19N1Q6U6P4MM,4.8,6,3.2,20,130,70,4.35,65,"Prosecutors in the border state of Sonora, where the slayings occurred, said they were investigating a number of possible motives."
4336,3VDVA3ILICE9SFBPK3KCCYZ6M031GY,6.2,5.8,5,10,71,60,2.4,80,Prosecutors say Friehling never performed an audit of Madoff's company.
4337,388CL5C1RIM0IIA4XJKDHDKLZ6LHLJ,2,3.6,3.4,7,38,57.14285714,6.857142857,100,"P.S. I have done ""apt-get remove gvfs"""
4338,3TY2U1TEB69QEYHUIYBLDBN889JJJN,1.6,5.6,2.2,6,30,8.333333333,9.333333333,50,p.s. I'm running 6.06 I think.
4339,3MWOYZD5WUN0YZZCD9VIEELBGNYONF,2,5.2,3.8,5,23,70,2,100,P.S. She loves to shop!
4340,3K3IX1W4S5QBZGHOJ53SH861RLWPAE,1.8,4.2,4.4,4,26,25,5.75,100,Publicity might have been.
4341,37NXA7GVSS550J5O281HWEBU7LVLVC,4.6,5.4,4.2,31,181,64.51612903,4.451612903,64.51612903,"Publicly, the foreign secretary insists that he is ""not available"" for the post, the second most important role created by the Lisbon treaty, which is set to be ratified this month."
4342,3RIHDBQ1NDXKO0SPXVLSHQZAZBBHML,1.8,3.6,4.2,1,5,100,0,100,Push.
4343,3W0XM68YZOUEU178AU5RAQRZTHKK1K,3,4.8,2.4,31,177,54.83870968,5.483870968,58.06451613,put any script you want here (make sure to go to its permissions and make it executable) and it will appear in Nautilus' (and thus the desktop's) right-click menu under Scripts.
4344,3PZDSVZ3J4GWU6PUUPG90GF6ZWZ4NM,2.4,4,5.4,28,147,46.42857143,3.892857143,57.14285714,"""Put it this way, I used to think, why do they keep regurgitating all the stuff about the Hitler regime that happened over 60 years ago,"" she says."
4345,3INZSNUD8ZPO504TMQYXLJES7KB9D5,5.8,6.4,4,35,229,60,4.571428571,71.42857143,"Qat began replacing food crops, and in the late 1960s, motorized drills began to proliferate, allowing farmers and villagers to pump water from underground aquifers much faster than it could be replaced through natural processes."
4346,3Z3R5YC0P2M4NZR3B2Y40JIPD4TTFZ,5,6,2,24,148,91.66666667,2.041666667,54.16666667,"Qian, a member of both the Chinese Academy of Sciences and the Chinese Academy of Engineering, graduated from Shanghai Jiao Tong University in 1934."
4347,3NFWQRSHVDD0IU5XR2ZX1030NALGFD,5.2,5,3,22,128,81.81818182,4.863636364,59.09090909,"Qian was put in prison for 15 days, followed by a 5-year house arrest under surveillance of the Federal Bureau of Investigation."
4348,341H3G5YFZD9C7LCEC41J0W2SYQZ0H,5.2,6.6,2.8,23,159,78.26086957,4.086956522,69.56521739,"Queensland, she said, stands ready to promote cooperation with China in such fields as trade, technology, education, science and research, culture and tourism."
4349,39AYGO6AFEJA9TT8DD9OXEZKVN56N9,5.2,5.6,2.6,37,284,72.97297297,4.378378378,78.37837838,"Quickly after Scozzafava's announcement, Republican National Committee Chairman Michael Steele said the RNC is endorsing Hoffman, saying the change of course is effective immediately and will include financial backing and get-out-the-vote efforts for the Conservative Party candidate."
4350,31N9JPQXIOHQ6IDP9W0SU5OA41LHNL,4.8,6.2,2.8,7,43,42.85714286,3.857142857,71.42857143,Quinn indicated he would sign this version.
4351,3538U0YQ1ETZOIT9WNSDI6ERJ5HF35,5.2,4.6,2.2,18,93,69.44444444,8.222222222,61.11111111,"Quinn named her to the post last month, and Adams was set to move to Johannesburg in January."
4352,3MQKOF1EE1NZHWH1F18PZ3M35LVWDH,2.4,1.2,3.8,2,8,75,0,50,Quote: ?
4353,34XASH8KLPLC1HQDG8TXQZ11L2LMPV,2.2,3.4,2.6,8,38,50,1.875,75,Quote: 1) I'm not very sure abt this..
4354,3B6F54KMR1BCIKKGF3ET1CI9ABXS19,3.2,5.4,3.4,22,131,70.45454545,2.681818182,59.09090909,"Quote: According to the Rhythmbox faq, the reason this happens is because of a GStreamer bug that doesn't recognize some mp3 types."
4355,3UV0D2KX1LIK6ECDW1XWSB6XX5DF4Q,2.6,2.2,5.4,14,80,42.85714286,3.357142857,71.42857143,"Quote: actually it's i have the same problem, it's with mode/block size i recon."
4356,3XQ4XW3OD8BJ752CY7E76VSE2HBS2Q,2,4.4,3.4,19,110,65.78947368,6.631578947,57.89473684,Quote: And there isn't any way to start playing with antialiasing? (like an option to pass to mplayer command)
4357,3KA7IJSNW54GIQMGPJ3OCJQ793HPB9,1.2,2.6,5.4,3,19,100,0,100,"Quote: Aww, shucks."
4358,3ABAOCJ4R73X1TRSGL8MQ4RBQY7MQM,2.2,3.8,4,9,45,83.33333333,8.666666667,66.66666667,Quote: Check the bad modem fix on my webpage.
4359,3BKZLF990YYXVAG6ZOWXKZEIZ8KQYF,2.8,5.2,3.6,23,147,73.91304348,3.956521739,65.2173913,"Quote: clem-vangelis, thanks for the great script, it worked perfectly for my Western Digital passport (250 GB), which was having the same problem."
4360,3IKMEYR0LVULJMP4TY55F914LNYK21,3.8,5.4,3.2,20,104,85,7.05,75,"Quote: Dapper Gnome the right click is indeed F12, which in the Mac side is the optical drive eject key."
4361,3MNJFORX8A322XGDA6G6X3CBX18F5V,2.4,5,4,15,100,70,6.4,80,Quote:  Diary software...hmm I've always been a fan of.. Live Journals way of keeping blogs/diaries.
4362,33N1S8XHHLK9JW6UAV81X5FCXQWZ1K,2.2,2.6,4.6,2,12,100,0,100,Quote: D'oh!
4363,329E6HTMSV1A44LNXYJAYJ6WR1YK3C,2.8,5.4,2.2,12,97,100,5.666666667,91.66666667,"Quote: For example, one of good diary software in windows is   http://www.pimone.com/diaryone.htm"
4364,3OB6JN3A9POXDU6ST0XMVU1GMK9MRN,3.2,4.8,2.8,7,43,64.28571429,6.571428571,71.42857143,"Quote: Go to ""Places"" and click ""Computer""."
4365,3R16PJFTS2QVM04RXCOT8OY251UK4X,1.8,3.6,1.8,5,28,80,5,80,Quote: Had the same problem.
4366,309D674SHYKXO1DCKEHISJR0AK2CBI,3.2,4.2,4.8,12,70,62.5,3.666666667,66.66666667,Quote:  Have you already tried the Music Player Daemon (with client) ?
4367,3RTFSSG7T75IF85TSI6DIGU8EUXLWM,3.4,4.4,3.8,8,44,37.5,8.75,62.5,Quote: Have you followed all the steps here?
4368,3P7QK0GJ3SKG8HOQTZ8F2OPHPWAZ21,2.8,2.6,3.6,12,56,62.5,6.916666667,66.66666667,"Quote: Hi,  there is a few things you need to get ready."
4369,3ROUCZ907ETIGKZOEOVVT3LG6X3OOU,1.8,2.6,3.2,8,54,87.5,0.875,75,"Quote: Hm, very interesting, thanks for the follow-up."
4370,39WICJI5ASR5TZK9XZMKLYU9VAAZ3C,2,4.2,4.4,2,14,100,0,100,Quote: Humbug.
